Temperature,Specific Heat (Cv),Magnetic Susceptibility (Chi)
0.1,1.24427202602817,3.4874979550129472
0.2,3.4553116168489764,2.2207356244377907
0.30000000000000004,4.0318989301737185,1.2525778157634664
0.4,3.7199774422322354,0.7621203614055758
0.5,3.165259023973192,0.5104174906469807
0.6,2.6180592551564774,0.37095496689881113
0.7000000000000001,2.154481823586865,0.2872766974888852
0.8,1.781825935756477,0.2333358815430549
0.9,1.486889077636715,0.19636271091765484
1.0,1.2534881461172973,0.16969032674881776
1.1,1.0675656990312885,0.14962378776815427
1.2000000000000002,0.9180748905384446,0.1339999868786171
1.3000000000000003,0.7966387826776182,0.1214887991991659
1.4000000000000001,0.6969729835464582,0.11123590184770693
1.5000000000000002,0.6143609944015548,0.10267113208962751
1.6,0.5452427087989888,0.09540095789465541
1.7000000000000002,0.48690862083606035,0.08914563244820371
1.8000000000000003,0.4372772163704421,0.08370108211565792
1.9000000000000001,0.39473383857332994,0.07891500985076934
2.0,0.358013854279006,0.07467145417485654
2.1,0.32611747270433034,0.07088053730099106
2.2,0.2982471731279041,0.06747148964919468
2.3000000000000003,0.27376134861438056,0.06438779728384886
2.4000000000000004,0.25213965639563884,0.0615837577061384
2.5000000000000004,0.2329568853611409,0.05902199027236924
2.6,0.21586307224368015,0.05667160653546884
2.7,0.20056824186119995,0.05450684507233485
2.8000000000000003,0.18683059872335026,0.052506038683661854
2.9000000000000004,0.1744473165759319,0.050650823068776794
3.0000000000000004,0.16324729962528492,0.048925523407905396
3.1,0.15308545207958343,0.04731667372159197
3.2,0.14383811038372787,0.04581263651582708
3.3000000000000003,0.1353993783093926,0.04440329901529845
3.4000000000000004,0.12767816806085736,0.043079828491175316
3.5000000000000004,0.12059579718282697,0.0418344736236628
3.6,0.11408402582538028,0.04066040204680632
3.7,0.10808344503884162,0.03955156656938787
3.8000000000000003,0.10254214652944482,0.03850259430059102
3.9000000000000004,0.09741461935581323,0.03750869420462043
4.0,0.09266083058415545,0.036565579584979635
4.1,0.08824545582185031,0.03566940274168801
4.2,0.08413723245877622,0.03481669961409673
4.3,0.08030841384042692,0.034004342661972484
4.3999999999999995,0.07673430683234174,0.03322950058007318
4.5,0.07339287857865134,0.03248960370999817
4.6,0.07026442091020842,0.03178231422504183
4.7,0.0673312629729513,0.031105500332100675
4.8,0.06457752434181577,0.03045721386916167
4.9,0.061988902249499926,0.029835670784947546
5.0,0.05955248766209162,0.02923923407457867
5.1,0.05725660582882329,0.02866639881598436
5.2,0.05509067766304428,0.02811577900962704
5.3,0.05304509890880652,0.0275860959715123
5.4,0.05111113453817646,0.02707616806849897
5.5,0.049280826229013246,0.02658490161720983
5.6,0.04754691110777619,0.02611128279465443
5.7,0.04590275021993628,0.025654370431026332
5.8,0.044342265422166044,0.025213289573840145
5.9,0.04285988358403679,0.024787225728280453
6.0,0.04145048714920993,0.02437541969187178
6.1,0.04010937024253616,0.023977162912770356
6.2,0.03883219962451844,0.023591793310472186
6.3,0.03761497989187283,0.02321869150580949
6.4,0.036454022405403415,0.022857277414000607
6.5,0.035345917496527664,0.022507007160418004
6.6,0.03428750956354929,0.022167370283801835
6.7,0.033275874719836694,0.021837887196002284
6.8,0.032308300699793534,0.021518106871092672
6.9,0.03138226876604737,0.02120760473994468
7.0,0.030495437393578982,0.02090598076917462
7.1,0.02964562753436361,0.020612857705817892
7.2,0.028830809290158646,0.020327879471220188
7.3,0.028049089841908927,0.02005070968949496
7.4,0.027298702502318778,0.01978103033752343
7.5,0.026577996773856104,0.019518540504899783
7.6,0.025885429308142367,0.019262955253475867
7.7,0.02521955567462692,0.0190140045672619
7.8,0.024579022856886477,0.018771432384409974
7.9,0.023962562404034198,0.018534995703865027
8.0,0.023368984172745636,0.0183044637600261
8.1,0.022797170602456604,0.018079617259432544
8.2,0.02224607147249254,0.017860247674086553
8.3,0.02171469909535764,0.017646156586553174
8.4,0.021202123905240965,0.017437155082451354
8.5,0.02070747040506587,0.017233063186370027
8.6,0.02022991343919115,0.017033709337619746
8.7,0.01976867476222446,0.016838929902565906
8.8,0.019323019877387323,0.016648568720591093
8.9,0.01889225512051917,0.01646247668100396
9.0,0.01847572496816605,0.01628051132845448
9.1,0.018072809550303014,0.016102536494633463
9.2,0.017682922350116457,0.015928421954230578
9.3,0.01730550807495152,0.015758043103301988
9.4,0.016940040684031717,0.0155912806583585
9.5,0.016586021559904615,0.015428020374629365
9.6,0.016242977811775267,0.015268152782087537
9.700000000000001,0.01591046069997398,0.015111572937940345
9.8,0.01558804417178104,0.014958180194396771
9.9,0.015275323499709037,0.014807877980619898
10.0,0.01497191401413549,0.01466057359786146
